epoch,loss
0,1.4720722834269206
0,2.6092771689097085
0,3.4146079222361245
0,3.835543672243754
0,4.122917056083679
0,4.2675279676914215
0,4.492764840523402
0,4.889253189166387
0,5.26998155315717
0,5.595009456078212
0,5.952213853597641
0,6.194834917783737
0,6.234465052684148
1,0.1318289041519165
1,0.47064173221588135
1,0.965523362159729
1,1.9686381419499714
1,2.8628830512364707
1,4.094858447710673
1,5.607093612353007
1,6.738791823387146
1,7.917132496833801
1,9.496572136878967
1,10.967614928881327
1,12.758737524350485
1,14.23622715473175
2,1.6129972139994304
2,2.9458258946736655
2,3.510058601697286
2,4.043383836746216
2,4.302041232585907
2,4.386837840080261
2,4.508946667114894
2,4.98307928442955
2,5.709112415711085
2,7.185323963562648
2,9.08309468626976
2,11.395917981863022
2,13.169476121664047
3,2.59450626373291
3,6.654738108317058
3,11.539312362670898
3,14.178540547688803
3,20.310980478922527
3,25.01466719309489
3,28.927340189615887
3,33.65928840637207
3,38.27995618184408
3,41.40293312072754
3,43.72056039174398
3,47.60693105061849
3,49.58446327845255
4,3.4829912185668945
4,5.020474116007487
4,6.950874487559001
4,8.968479792277018
4,10.1521737575531
4,11.287402947743734
4,11.940027475357056
4,12.35092282295227
4,12.544747014840445
4,12.66761139035225
4,12.806226233641306
4,13.091548760732016
4,13.627508878707886
5,0.5953706105550131
5,1.389544169108073
5,2.496514161427816
5,3.437427361806234
5,5.148699919382731
5,6.437277317047119
5,8.008284091949463
5,9.71660852432251
5,11.56290372212728
5,13.209069728851318
5,14.909193356831869
5,16.941694577534992
5,19.6715669631958
6,2.328650156656901
6,4.299706776936849
6,5.995939572652181
6,8.584110260009766
6,10.215844949086508
6,12.241817315419516
6,13.776678562164307
6,15.176581859588623
6,16.58343521753947
6,18.00168466567993
6,18.898648182551067
6,20.645121494928997
6,21.8885657787323
7,0.5452316602071127
7,1.8122116724650066
7,2.592688004175822
7,3.4531529744466147
7,4.073227246602376
7,4.715967734654744
7,4.990439633528392
7,5.199485182762146
7,5.314263025919597
7,5.420856088399887
7,5.607942312955856
7,6.029295136531194
7,6.364274352788925
8,0.8627286752065023
8,1.207122564315796
8,1.9514058430989583
8,2.8519744873046875
8,4.1590298016866045
