epoch,loss
0,3.7020932137966156
0,3.161774694919586
0,1.16400708258152
1,0.6234250068664551
1,0.6760243028402328
1,0.3725479021668434
2,0.4724102169275284
2,0.3556445501744747
2,0.33997539430856705
3,0.2614285573363304
3,0.2957611456513405
3,0.2373647503554821
4,0.2739533334970474
4,0.2436931375414133
4,0.32699788734316826
5,0.31618598103523254
5,0.24663816764950752
5,0.21977813355624676
6,0.21886356361210346
6,0.2591601312160492
6,0.27492592111229897
7,0.21132460050284863
7,0.32972321286797523
7,0.17872336134314537
8,0.2406976893544197
8,0.27786336466670036
8,0.19161676242947578
9,0.2648366056382656
9,0.29695383459329605
9,0.31103916466236115
10,0.25323979929089546
10,0.3150368966162205
10,0.5070123821496964
11,0.33444711565971375
11,0.3611117787659168
11,0.2304910533130169
12,0.2037574164569378
12,0.27201955020427704
12,0.19720874726772308
13,0.15947685204446316
13,0.30159889720380306
13,0.18606601655483246
14,0.2529255710542202
14,0.13955224119126797
14,0.270843967795372
15,0.22383685410022736
15,0.221348088234663
15,0.23899541422724724
16,0.25682538002729416
16,0.20579582452774048
16,0.23410537466406822
17,0.1475442834198475
17,0.2838487271219492
17,0.20116440579295158
18,0.24193444475531578
18,0.17963260039687157
18,0.26996278762817383
19,0.22257938235998154
19,0.15310844779014587
19,0.23975213803350925
20,0.2052388060837984
20,0.1820389460772276
20,0.2006826512515545
21,0.22239821031689644
21,0.2621326260268688
21,0.3090096693485975
22,0.22831586934626102
22,0.2558373287320137
22,0.24768593534827232
23,0.3136257082223892
23,0.22254060953855515
23,0.15587154775857925
24,0.2677121367305517
24,0.19040231592953205
24,0.20706786587834358
25,0.1172298900783062
25,0.2874164879322052
25,0.17416394501924515
26,0.23364794999361038
26,0.1999625712633133
26,0.12096009589731693
27,0.18396918289363384
27,0.19823572598397732
27,0.23953981883823872
28,0.2288324497640133
28,0.221325121819973
28,0.2902582734823227
29,0.155699142254889
29,0.3461762582883239
29,0.38107161223888397
30,0.17512770555913448
30,0.18389232642948627
30,0.20578278228640556
31,0.22056062053889036
31,0.17141765169799328
31,0.20500065386295319
32,0.1656838203780353
32,0.21967700589448214
32,0.28936537355184555
33,0.2981012873351574
33,0.179091177880764
33,0.2359744757413864
34,0.22161487489938736
34,0.21276158466935158
34,0.22989041730761528
35,0.15631591714918613
35,0.2209854256361723
35,0.14506039768457413
36,0.11026530433446169
36,0.15304118767380714
36,0.33511077612638474
37,0.11153330001980066
37,0.45537444949150085
37,0.32218155078589916
38,0.27465497329831123
38,0.3017115890979767
38,0.24663301557302475
39,0.16302435100078583
39,0.14818224031478167
39,0.234328031539917
40,0.16118184849619865
40,0.17963359877467155
40,0.20856737904250622
41,0.1488557243719697
41,0.22467277944087982
41,0.13178888242691755
42,0.2796607930213213
42,0.227571789175272
42,0.13036715798079967
43,0.2601269520819187
43,0.2299877442419529
43,0.13222677633166313
44,0.18183511681854725
44,0.1894380860030651
44,0.20016704685986042
45,0.17564285919070244
45,0.24286788329482079
45,0.16637050546705723
46,0.24191435799002647
46,0.17631059512495995
46,0.14186781086027622
47,0.15381614677608013
47,0.16690201126039028
47,0.26966835279017687
48,0.15546143986284733
48,0.21603929996490479
48,0.1865373458713293
49,0.24838711321353912
49,0.23830082267522812
49,0.2614329815842211
