epoch,loss
0,2.6019447720967808
1,0.5258309772381415
2,0.38848706506765807
3,0.28539595581018007
4,0.27373224668777907
5,0.2564907721602
6,0.2535744601717362
7,0.2344495992247875
8,0.27263017571889436
9,0.31242095163235295
10,0.3337284355209424
11,0.29467631532595706
12,0.2154035849066881
13,0.22867511671323043
14,0.21576962734644228
15,0.23779747577813956
16,0.2281941186923247
17,0.2237562405375334
18,0.2181145606132654
19,0.19325077762970558
20,0.21163916014708006
21,0.2732160979738602
22,0.24217693450359198
23,0.23056709307890672
24,0.2089387201345884
25,0.19490796900712526
26,0.19368280413059089
27,0.21502226075300804
28,0.24158394565949073
29,0.299455851316452
30,0.18604743824555323
31,0.19158007577061653
32,0.2128473034558388
33,0.22953329636500433
34,0.21162609813305047
35,0.19390029173630935
36,0.21109931314220795
37,0.27513385091263515
38,0.27093630799880397
39,0.2037185146831549
40,0.2192250553231973
41,0.2052081124140666
42,0.2139695160664045
43,0.19804215775086328
44,0.18057124947126096
45,0.1826851783463588
46,0.18597151740239218
47,0.2005274768632192
48,0.17877613065334466
49,0.26334427368755525
